상권명,다중지역정보,업종정보,점포수,위도,경도,구분,시군구코드,시군구명,"WGS84좌표, X좌표값","WGS84좌표, Y좌표값",조사일시,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
지봉로115번길,"{""type"":""Polygon"",""coordinates"":[[[126.810311017,37.489233762],[126.810409221,37.489057357],[126.810481227,37.488928557],[126.810783566,37.48902677],[126.810767151,37.489059267],[126.811428067,37.48927484],[126.811295617,37.489538752],[126.811960001,37.489758862],[126.812023016,37.489617581],[126.812242137,37.489168698],[126.812925457,37.489398003],[126.813086007,37.489096898],[126.813081763,37.489095482],[126.812403053,37.488869002],[126.812402992,37.488868982],[126.812401082,37.488868357],[126.811752957,37.488657146],[126.811740249,37.488653005],[126.811203909,37.488478228],[126.81113502,37.488470427],[126.811112409,37.48846787],[126.81106944,37.488457925],[126.811051072,37.488453674],[126.81062529,37.488300371],[126.810431532,37.48867542],[126.810218085,37.48908855],[126.810164845,37.489192144],[126.810311017,37.489233762]]]}",두발 미용업/통신기기 소매업/부동산 중개 및 대리업/한식 일반 음식점업/일반 교과학원/태권도 및 무술 교육기관/한식 육류 요리 전문점/피부 미용업/자동차 전문 수리업/전자상거래 소매업/제과점업/중식 음식점업/기타 음ㆍ식료품 위주 종합 소매업/노래 연습장 운영업/치과의원/건강 보조식품 소매업/일반의원/기타 예술학원/여자용 겉옷 소매업/음악학원/의약품 및 의료용품 소매업/김밥 및 기타 간이 음식점업/치킨 전문점,"93",37.4890440734758,126.811854264927,발달상권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.774185,37.500843,"201509",537.4099378,376.9912044,280.481456,190.4344141,136.004065,135.8604493,141.3178457,204.5087524,376.5603573,701.9935264,1016.368287,1119.627973,1071.373099,1176.643405,1221.164271,1276.312698,1303.456065,1486.566079,1551.480374,1413.896536,1262.381976,1168.45731,1054.426447,755.27495
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.77446,37.500843,"201509",420.7065815,260.0308207,182.4096802,133.5083617,88.48810017,106.3409625,112.8093909,210.0945536,379.567377,786.5608904,1190.449558,1346.46805,1339.482148,1514.129714,1545.17817,1555.010181,1614.778459,1692.917074,1672.735578,1482.563783,1264.707116,1085.143544,858.748551,661.332117
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.77454,37.500988,"201509",28.69298816,25.23854978,22.06610637,21.43161769,23.89907367,22.41860008,25.23854978,28.2699957,43.77971903,109.9780381,221.2250537,345.373339,399.8688669,444.1420771,476.3600024,471.6365867,474.1745414,455.8448684,440.2646463,375.1943071,232.0113612,61.6863996,42.44024292,31.79493282
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.774185,37.502792,"201509",219.2214078,123.3120419,97.93342722,62.12311202,50.75722937,44.99643953,86.41184755,177.4946058,406.213532,755.4419537,1096.262736,1279.985223,1238.725512,1316.574023,1407.18969,1482.858443,1510.572513,1623.141461,1769.808056,1405.944114,1100.933647,803.2409396,635.0881552,412.4414129
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.771,37.501976,"201509",24.68268166,16.89034713,11.8763048,8.734330586,5.526774371,7.01131247,6.510504437,11.31587676,17.09901715,35.40832038,50.14042336,58.65415994,58.77936194,65.97549643,65.67143441,67.37060452,66.12454644,68.6166626,68.30663858,65.85029442,59.655776,57.52137986,46.80766514,36.43378444
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.76899,37.501526,"201509",3.279298812,2.103028586,1.147754584,0.980225188,0.77705124,0.923193905,1.176270226,2.388185004,4.327248649,7.521000535,9.984039099,10.71831688,10.00186138,11.2815008,11.91597383,12.54331795,13.85147302,15.15606364,16.38580069,13.83365075,11.94805393,10.61494767,8.429936619,5.553421248
신중동역_3번출구,"{""type"":""Polygon"",""coordinates"":[[[126.77525581,37.500741689],[126.775223005,37.500736274],[126.774796856,37.500665928],[126.774071491,37.500762154],[126.771851388,37.501056642],[126.771814408,37.501061547],[126.770481539,37.501237343],[126.770392999,37.50124902],[126.77039246,37.501249091],[126.768907114,37.50144204],[126.768922097,37.501511586],[126.768983114,37.501789666],[126.768983647,37.501792092],[126.769125107,37.502436875],[126.769126243,37.502442052],[126.769146752,37.502535511],[126.769147105,37.502537167],[126.769182988,37.502710178],[126.769244077,37.503004722],[126.769247935,37.503023324],[126.769303026,37.5032889],[126.769303495,37.503291259],[126.769378623,37.503685871],[126.769379783,37.503692893],[126.769389237,37.503760333],[126.769641954,37.503726772],[126.769642509,37.503726699],[126.770667147,37.503592709],[126.770667792,37.503592625],[126.770965633,37.503554378],[126.770811204,37.50279926],[126.772193193,37.502621584],[126.772358146,37.503375551],[126.772754162,37.503324691],[126.772754746,37.503324616],[126.773630089,37.503214061],[126.774562181,37.503091102],[126.774574595,37.503089464],[126.77600415,37.502900863],[126.776485011,37.501125116],[126.776531644,37.500952295],[126.775966143,37.500858951],[126.775962722,37.500858386],[126.77525581,37.500741689]]]}",한식 일반 음식점업/전자상거래 소매업/두발 미용업/여자용 겉옷 소매업/부동산 중개 및 대리업/기타 의복 소매업/피부 미용업/커피 전문점/기타 주점업/남자용 겉옷 소매업,"1241",37.5021214276019,126.772633871644,발달상권,"41195",부천시원미구,126.77418,37.502777,"201509",134.9960762,91.45176981,68.6760905,46.07493746,28.97136219,28.01146766,27.05157313,31.41473009,53.92861998,120.423132,201.4033251,240.9335271,279.1547821,303.588461,297.6545676,296.3456205,300.8833037,337.0975065,389.8044425,375.1442351,335.7012962,312.3147749,266.58889,193.9859583
진건우체국,"{""type"":""Polygon"",""coordinates"":[[[127.180606408,37.65580224],[127.180209116,37.65558778],[127.179809295,37.655713967],[127.179030481,37.655811052],[127.179031366,37.655730527],[127.177599946,37.655945271],[127.177168488,37.656049266],[127.177348168,37.656456548],[127.177037458,37.656594609],[127.176556746,37.65682891],[127.176199838,37.656499231],[127.176124952,37.656545451],[127.175630975,37.656280704],[127.175161926,37.656805666],[127.175418007,37.657060871],[127.17564763,37.656857486],[127.175803229,37.657007243],[127.175542372,37.657184505],[127.17591373,37.657553602],[127.175922973,37.657547217],[127.176200582,37.657355441],[127.176211056,37.657348631],[127.176785975,37.656997046],[127.176811979,37.656983301],[127.177172023,37.656820241],[127.177203074,37.656806181],[127.177232026,37.656793072],[127.177312417,37.656756664],[127.177325765,37.656751078],[127.178379085,37.656345272],[127.178379551,37.656345093],[127.178924885,37.656136213],[127.178967885,37.656123815],[127.179009032,37.656115573],[127.179032045,37.656110962],[127.179356509,37.656045955],[127.179368674,37.656043798],[127.179721658,37.655989281],[127.179905236,37.655960919],[127.180132082,37.655925881],[127.180213561,37.655904644],[127.18044544,37.655844197],[127.180606408,37.65580224]]]}",한식 일반 음식점업/기타 주점업/한식 육류 요리 전문점/육류 소매업/노래 연습장 운영업/의약품 및 의료용품 소매업/통신기기 소매업/철물 및 난방용구 소매업/자동차 전문 수리업/화초 및 식물 소매업,"53",37.6565711621485,127.175823914053,발달상권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양근로147번길,"{""type"":""Polygon"",""coordinates"":[[[127.488824017,37.493091966],[127.489116639,37.49236279],[127.489650048,37.492086704],[127.489528723,37.492029524],[127.48939633,37.491970788],[127.489390149,37.491967943],[127.48929725,37.491923611],[127.489074224,37.491817185],[127.48885991,37.491716449],[127.488858561,37.491715809],[127.488593736,37.491589348],[127.488161626,37.49200814],[127.48810318,37.492064777],[127.487787338,37.492534491],[127.487779409,37.492545355],[127.487749296,37.49258349],[127.487742807,37.492591707],[127.487130828,37.493451843],[127.487132301,37.493452408],[127.487471619,37.493444866],[127.488061841,37.493387158],[127.488399565,37.493354263],[127.488698559,37.493403987],[127.488824017,37.493091966]]]}",일반 교과학원/음악학원/한식 일반 음식점업/미술학원/커피 전문점/한식 육류 요리 전문점/문구용품 및 회화용품 소매업/한식 해산물 요리 전문점/한식 면 요리 전문점/방문 교육학원/태권도 및 무술 교육기관/외국어학원,"55",37.4924485955984,127.488463303961,발달상권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중앙동주민센터,"{""type"":""Polygon"",""coordinates"":[[[127.056447994,37.054969159],[127.056397495,37.054932995],[127.055504011,37.05429417],[127.05545147,37.054324309],[127.05538441,37.054341348],[127.055357128,37.054341192],[127.055491069,37.055155579],[127.055515999,37.055298831],[127.054606759,37.055379177],[127.054611113,37.055821888],[127.054356249,37.055860974],[127.053803389,37.055474115],[127.053825548,37.05568989],[127.053829351,37.055726894],[127.053873273,37.056154634],[127.053892612,37.056317479],[127.053894251,37.056331292],[127.053894683,37.056335439],[127.053907708,37.056480743],[127.053910488,37.056502244],[127.053925201,37.056566343],[127.053928496,37.056580689],[127.053933779,37.056603683],[127.053936495,37.056619337],[127.053970791,37.056909786],[127.05431851,37.056889],[127.054330639,37.056888086],[127.054335306,37.056887729],[127.054338853,37.056887461],[127.054559338,37.056870762],[127.054586365,37.056868713],[127.05486316,37.056847747],[127.054927555,37.05684287],[127.055035438,37.056834703],[127.055236289,37.056819487],[127.05523689,37.056819441],[127.055243796,37.056818923],[127.055758559,37.056779935],[127.055761289,37.05677972],[127.05622747,37.05674306],[127.056230413,37.056742826],[127.056230668,37.056742806],[127.05662503,37.056711797],[127.057107095,37.056673889],[127.057108785,37.056673753],[127.057109051,37.056673732],[127.05711078,37.056673595],[127.057043064,37.056258267],[127.05688403,37.055280975],[127.056447994,37.054969159]],[[127.055296684,37.056070927],[127.055021508,37.055991017],[127.054965423,37.056093918],[127.054712833,37.05600602],[127.054838126,37.055762024],[127.055393721,37.0559523],[127.055296684,37.056070927]]]}",한식 일반 음식점업/부동산 중개 및 대리업/한식 육류 요리 전문점/두발 미용업/치과의원/커피 전문점/치킨 전문점/화장품  비누 및 방향제 소매업/건강 보조식품 소매업/한의원/통신기기 소매업/기타 주점업,"142",37.0555810992487,127.055770764729,발달상권,"41220",평택시,127.05546,37.056152,"201509",4.605460064,2.367552191,1.48164935,1.299529951,1.092716396,2.694749756,4.608546834,10.61848701,17.88782914,23.70638961,29.60829285,31.42948685,31.52208993,31.65790779,31.04055389,33.17042483,35.08730868,39.18345178,41.5077892,32.61171956,27.87044163,22.01483993,14.85970828,9.467121995
역말로,"{""type"":""Polygon"",""coordinates"":[[[127.201286649,37.5346865],[127.201266672,37.534238087],[127.200690155,37.534353021],[127.200734602,37.534462575],[127.20019307,37.534479752],[127.20027843,37.534797953],[127.200817621,37.53466869],[127.200935164,37.535086225],[127.200546145,37.535291404],[127.200664595,37.535424548],[127.200535445,37.536262225],[127.200838602,37.536283984],[127.201157304,37.536306973],[127.202136335,37.53641495],[127.202195238,37.53636241],[127.202687748,37.536700249],[127.20200193,37.535354734],[127.203016519,37.534976933],[127.203200515,37.535098126],[127.203519346,37.535141947],[127.203091515,37.533875328],[127.202643629,37.533964668],[127.20282163,37.534849471],[127.202509267,37.534829345],[127.202034534,37.53488246],[127.201761598,37.534912155],[127.201473709,37.53488487],[127.201286649,37.5346865]]]}",두발 미용업/한식 일반 음식점업/일반 교과학원/김밥 및 기타 간이 음식점업/부동산 중개 및 대리업/기타 음ㆍ식료품 위주 종합 소매업/자동차 전문 수리업/한식 육류 요리 전문점/육류 소매업/음악학원/슈퍼마켓/체인화 편의점/곡물  곡분 및 가축 사료 소매업/채소  과실 및 뿌리작물 소매업/가죽 및 모피 의복 소매업/의복 액세서리 및 모조 장신구 소매업/서적  신문 및 잡지류 소매업/화초 및 식물 소매업/애완용 동물 및 관련용품 소매업/피자  햄버거  샌드위치 및 유사 음식점업/치킨 전문점/방문 교육학원/태권도 및 무술 교육기관/가정용 세탁업,"51",37.5353229704552,127.201333040901,발달상권,"41450",하남시,127.20166,37.535923,"201509",2.367757846,1.376957889,0.647830741,0.419184597,0.383617419,1.178797897,1.69706249,4.080063412,9.234763701,9.961350336,11.42468566,11.65079129,11.06901388,12.59586202,13.49012249,14.18368246,15.10080755,15.6902065,16.57430492,13.66287735,10.7743144,9.920702133,7.014355592,4.166440844
김포한강1로78번길,"{""type"":""Polygon"",""coordinates"":[[[126.6729534,37.643239381],[126.67294836,37.643233631],[126.672273119,37.642463304],[126.67081048,37.643264406],[126.669485964,37.643989827],[126.66932398,37.644078541],[126.669994319,37.644838731],[126.670005138,37.644851],[126.670466436,37.64537412],[126.67053557,37.645452518],[126.670537745,37.645454984],[126.670539247,37.645456708],[126.671292435,37.646332315],[126.672065685,37.647231217],[126.672448082,37.647504149],[126.673448996,37.648122188],[126.674035161,37.647587456],[126.674241407,37.647399434],[126.673775167,37.646894141],[126.673340175,37.647141536],[126.6731988,37.647126432],[126.672661643,37.646746479],[126.67219439,37.646259188],[126.671973496,37.645936847],[126.672792331,37.645450501],[126.673151915,37.645301371],[126.673520666,37.645273979],[126.673803283,37.645332228],[126.673804061,37.64531812],[126.673880503,37.64501971],[126.673888415,37.64488764],[126.673802638,37.644647277],[126.673702559,37.644366851],[126.673678711,37.64430003],[126.673673286,37.644284818],[126.673456324,37.643813109],[126.6729534,37.643239381]]]}",한식 일반 음식점업/커피 전문점/한식 육류 요리 전문점/기타 주점업/일식 음식점업/치킨 전문점/부동산 중개 및 대리업/김밥 및 기타 간이 음식점업/피자  햄버거  샌드위치 및 유사 음식점업/중식 음식점업/두발 미용업,"299",37.6452835770917,126.671859626802,발달상권,"41570",김포시,126.67032,37.644104,"201509",16.62073553,10.24422693,6.205454716,3.658652474,2.489784281,3.734676422,5.654281097,10.89993348,20.35541195,34.37232727,49.23500901,56.9324337,59.94488262,63.81260095,65.96978046,66.4924451,67.60429533,71.57654659,78.25715098,73.17304949,63.18540338,57.82571508,44.44550032,28.70854318
관악대로_2,"{""type"":""Polygon"",""coordinates"":[[[126.973119235,37.404085717],[126.972694018,37.40361862],[126.971795192,37.404122172],[126.971022472,37.404204439],[126.969377758,37.404142826],[126.967792466,37.404046793],[126.967749872,37.40452166],[126.969337075,37.404606292],[126.969343342,37.404606626],[126.969351315,37.404607051],[126.970920135,37.404690684],[126.971086019,37.404699526],[126.971098982,37.404700216],[126.971119694,37.404700518],[126.971601179,37.404706584],[126.971674508,37.404707506],[126.972091802,37.404625869],[126.97241656,37.404494447],[126.972467637,37.404473776],[126.972468757,37.404473323],[126.973119235,37.404085717]]]}",한식 일반 음식점업/두발 미용업/애완용 동물 및 관련용품 소매업/커피 전문점/한식 육류 요리 전문점/부동산 중개 및 대리업/제과점업/김밥 및 기타 간이 음식점업/전자상거래 소매업/기타 주점업/치킨 전문점,"54",37.4041733243809,126.968990630304,발달상권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
회정로,"{""type"":""Polygon"",""coordinates"":[[[127.068872083,37.837218304],[127.068905924,37.837019377],[127.068906534,37.836518197],[127.067799426,37.836501005],[127.067792746,37.837032546],[127.06583209,37.837076162],[127.065650912,37.83735519],[127.066217504,37.837334872],[127.067746991,37.837280003],[127.06834308,37.837245616],[127.068847899,37.83721649],[127.068872083,37.837218304]]]}",일반 교과학원/일반의원/의약품 및 의료용품 소매업/외국어학원/김밥 및 기타 간이 음식점업/두발 미용업/여자용 겉옷 소매업/태권도 및 무술 교육기관/치과의원/커피 전문점,"141",37.8367691104028,127.068351140987,발달상권,"41630",양주시,127.06845,37.83721,"201509",1.011885691,0.597101967,0.40662022,0.276004165,0.245876949,0.36424775,0.697785177,1.438525931,2.952467085,3.416620567,4.075920656,4.119264972,4.007308353,4.294585927,4.588083314,5.054569226,5.344762337,5.576839078,5.864311021,5.237470577,4.3476487,3.750546732,2.702119645,1.788973473
회정로,"{""type"":""Polygon"",""coordinates"":[[[127.068872083,37.837218304],[127.068905924,37.837019377],[127.068906534,37.836518197],[127.067799426,37.836501005],[127.067792746,37.837032546],[127.06583209,37.837076162],[127.065650912,37.83735519],[127.066217504,37.837334872],[127.067746991,37.837280003],[127.06834308,37.837245616],[127.068847899,37.83721649],[127.068872083,37.837218304]]]}",일반 교과학원/일반의원/의약품 및 의료용품 소매업/외국어학원/김밥 및 기타 간이 음식점업/두발 미용업/여자용 겉옷 소매업/태권도 및 무술 교육기관/치과의원/커피 전문점,"141",37.8367691104028,127.068351140987,발달상권,"41630",양주시,127.06832,37.83719,"201509",2.94468649,1.813589466,1.100423206,0.953764016,0.728503168,1.311305702,2.353256944,5.177165277,10.59492831,12.42768891,14.34480251,14.39656458,13.60000388,15.05125887,15.86986638,16.77761967,17.96047876,19.89292927,20.15749095,16.61658213,13.49168696,12.09890393,8.250298378,5.457063862
부일로_1,"{""type"":""Polygon"",""coordinates"":[[[126.764480715,37.486991824],[126.764429197,37.48683903],[126.764406323,37.486842168],[126.764424435,37.486927416],[126.763833174,37.487019225],[126.763818137,37.486945296],[126.763748627,37.486932403],[126.762087578,37.487160277],[126.760768691,37.487341194],[126.760747206,37.487343303],[126.759765266,37.487401859],[126.759787468,37.487425009],[126.759810953,37.487478189],[126.759822345,37.487527715],[126.760677865,37.48748121],[126.760622935,37.488126287],[126.762007042,37.488176242],[126.763067128,37.488214491],[126.764083271,37.488251146],[126.764276893,37.488252352],[126.764922526,37.488256371],[126.764803385,37.487907294],[126.764728614,37.487688251],[126.764719902,37.487662709],[126.764711575,37.487639524],[126.764508581,37.487074362],[126.764507602,37.487071551],[126.764491029,37.487022415],[126.764480715,37.486991824]]]}",한식 일반 음식점업/기타 주점업/두발 미용업/부동산 중개 및 대리업/통신기기 소매업/한식 육류 요리 전문점/노래 연습장 운영업/중식 음식점업/채소  과실 및 뿌리작물 소매업/의료용 기구 소매업/김밥 및 기타 간이 음식점업/커피 전문점,"161",37.48758447769,126.762681332672,발달상권,"41195",부천시원미구,126.76344,37.488194,"201509",33.17850876,19.11370613,12.15343201,8.150372804,6.202938595,13.92054824,19.25796052,37.03731358,69.710932,109.8857785,140.7562171,162.1058662,156.3356907,167.9121052,169.7874122,180.1376644,199.5038157,206.7525986,214.5062719,188.3241008,146.3821381,126.7996052,88.21155699,61.05566884
